gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2513708330	239	28.11	16	227	1	207	7.0e-26	111	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	209
2513708331	239	36.04	18	239	11	206	2.0e-40	159	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	209
2513708332	120	83.33	19	120	14	115	6.0e-36	142	COG5605	Predicted small integral membrane protein	115
2513708333	242	28.51	3	228	30	255	5.0e-18	85	COG0725	ABC-type molybdate transport system, periplasmic component	258
2513708335	483	23.33	54	472	45	458	1.0e-19	91.4	COG1113	Gamma-aminobutyrate permease and related permeases	462
2513708337	662	49.37	7	639	28	654	0.0e+00	737	COG3733	Cu2+-containing amine oxidase	654
2513708339	193	25.73	4	193	30	233	2.0e-14	72.7	COG0412	Dienelactone hydrolase and related enzymes	236
2513708342	326	28.44	4	303	2	314	6.0e-19	88.5	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2513708345	232	47.51	9	228	2	222	1.0e-71	263	COG1136	ABC-type antimicrobial peptide transport system, ATPase component	226
2513708346	379	19.85	1	378	4	407	1.0e-17	84.6	COG4591	ABC-type transport system, involved in lipoprotein release, permease component	408
2513708347	400	21.84	25	397	25	406	2.0e-12	67.2	COG4591	ABC-type transport system, involved in lipoprotein release, permease component	408
2513708348	323	23.02	24	311	6	283	9.0e-07	47.8	COG2962	Predicted permeases	293
2513708353	214	53.05	2	214	1	213	4.0e-46	178	COG4944	Uncharacterized protein conserved in bacteria	213
2513708354	182	30.73	10	181	2	178	7.0e-20	90.5	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	182
2513708356	280	33.83	75	274	27	221	6.0e-38	151	COG4117	Thiosulfate reductase cytochrome B subunit (membrane anchoring protein)	221
2513708357	258	35.52	7	258	4	244	1.0e-44	173	COG2041	Sulfite oxidase and related enzymes	271
2513708358	258	24.44	24	240	1	213	6.0e-18	84.7	COG3485	Protocatechuate 3,4-dioxygenase beta subunit	226
2513708359	527	35.96	9	430	13	429	2.0e-52	200	COG0025	NhaP-type Na+/H+ and K+/H+ antiporters	429
2513708360	633	58.74	16	633	13	627	0.0e+00	826	COG3158	K+ transporter	627
2513708361	421	49.03	12	421	3	401	1.0e-127	450	COG0162	Tyrosyl-tRNA synthetase	401
2513708363	390	19.35	12	379	23	391	9.0e-05	41.7	COG2814	Arabinose efflux permease	394
2513708365	261	24.59	50	228	56	222	6.0e-15	74.9	COG2226	Methylase involved in ubiquinone/menaquinone biosynthesis	238
2513708367	106	57.55	1	106	1	106	1.0e-38	151	COG4551	Predicted protein tyrosine phosphatase	109
2513708368	467	29.93	39	462	29	449	2.0e-70	259	COG0076	Glutamate decarboxylase and related PLP-dependent proteins	460
2513708369	168	28.66	7	166	3	164	1.0e-11	62.6	COG1247	Sortase and related acyltransferases	169
2513708370	306	33.87	2	304	4	316	9.0e-47	180	COG2423	Predicted ornithine cyclodeaminase, mu-crystallin homolog	330
2513708371	256	46.47	3	255	1	266	2.0e-71	262	COG0289	Dihydrodipicolinate reductase	266
2513708373	129	27.59	1	108	1	114	7.0e-04	36.3	COG0346	Lactoylglutathione lyase and related lyases	138
2513708374	334	21.51	42	311	1	255	5.0e-18	85.6	COG0388	Predicted amidohydrolase	274
2513708375	200	32.61	2	180	5	185	9.0e-34	136	COG0406	Fructose-2,6-bisphosphatase	208
2513708376	157	56.21	1	151	3	151	5.0e-59	220	COG3865	Uncharacterized protein conserved in bacteria	151
2513708377	145	31.06	13	142	3	133	8.0e-17	79.7	COG3791	Uncharacterized conserved protein	133
2513708378	626	36.04	45	610	16	567	4.0e-106	379	COG1132	ABC-type multidrug transport system, ATPase and permease components	567
2513708379	213	33.33	24	211	14	211	1.0e-20	93.3	COG0625	Glutathione S-transferase	211
2513708381	258	46.4	10	258	8	248	3.0e-75	274	COG3698	Predicted periplasmic protein	250
2513708382	304	35.99	17	304	1	289	1.0e-42	167	COG0382	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	289
2513708385	403	56.54	1	403	1	401	0.0e+00	585	COG0137	Argininosuccinate synthase	403
2513708386	155	47.4	1	154	2	154	1.0e-32	132	COG1522	Transcriptional regulators	154
2513708388	291	30.39	38	138	26	126	2.0e-06	46.8	COG1846	Transcriptional regulators	126
2513708389	343	43.79	1	317	1	316	4.0e-87	314	COG0667	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	316
2513708392	214	25	13	208	3	197	2.0e-08	52.7	COG1309	Transcriptional regulator	201
2513708393	213	27.33	49	193	14	143	2.0e-15	76.1	COG0262	Dihydrofolate reductase	167
2513708394	173	32.41	8	115	10	115	4.0e-18	84.7	COG1733	Predicted transcriptional regulators	120
2513708395	267	28.63	5	266	4	259	7.0e-26	111	COG3694	ABC-type uncharacterized transport system, permease component	260
2513708396	266	26.22	1	266	5	268	2.0e-22	99.6	COG4587	ABC-type uncharacterized transport system, permease component	268
2513708397	333	42.33	3	327	2	325	6.0e-88	317	COG4586	ABC-type uncharacterized transport system, ATPase component	325
2513708400	223	43.23	1	223	1	228	4.0e-46	177	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
2513708401	453	30.61	136	453	8	333	1.0e-35	144	COG0642	Signal transduction histidine kinase	336
2513708406	278	27.59	1	278	1	281	6.0e-30	124	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
2513708407	325	36.72	23	308	34	326	4.0e-42	165	COG0265	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	347
2513708408	333	35.91	1	316	6	313	3.0e-78	285	COG0042	tRNA-dihydrouridine synthase	323
2513708409	70	61.19	4	70	3	67	8.0e-21	91.7	COG1278	Cold shock proteins	67
2513708411	103	32.93	1	82	3	84	4.0e-08	49.6	COG1359	Uncharacterized conserved protein	100
2513708416	500	29.19	228	412	4	131	1.0e-18	88.1	COG2131	Deoxycytidylate deaminase	164
2513708417	999	66.97	166	828	6	661	0.0e+00	1117	COG0556	Helicase subunit of the DNA excision repair complex	663
2513708418	596	33.5	4	584	15	604	2.0e-113	403	COG3387	Glucoamylase and related glycosyl hydrolases	612
2513708420	255	31.25	63	253	36	214	6.0e-26	111	COG2114	Adenylate cyclase, family 3 (some proteins contain HAMP domain)	227
2513708424	738	44.74	210	359	1	152	2.0e-40	161	COG5616	Predicted integral membrane protein	152
2513708427	262	42.46	14	239	7	243	3.0e-70	258	COG4312	Uncharacterized protein conserved in bacteria	247
2513708428	586	18.21	190	553	67	428	6.0e-05	42.9	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	438
2513708431	488	31.51	1	488	7	534	4.0e-86	312	COG0659	Sulfate permease and related transporters (MFS superfamily)	554
2513708432	306	33.56	2	293	1	293	3.0e-38	152	COG0583	Transcriptional regulator	297
2513708433	293	31.39	7	277	3	271	1.0e-26	113	COG0702	Predicted nucleoside-diphosphate-sugar epimerases	275
2513708434	245	45.75	1	245	1	245	1.0e-63	236	COG4221	Short-chain alcohol dehydrogenase of unknown specificity	246
2513708435	303	38.61	196	296	18	118	9.0e-21	94.5	COG2207	AraC-type DNA-binding domain-containing proteins	127
2513708437	416	25.41	31	392	28	390	1.0e-22	101	COG2814	Arabinose efflux permease	394
2513708439	115	58.56	5	115	6	116	2.0e-34	137	COG3169	Uncharacterized protein conserved in bacteria	116
2513708440	503	33.52	1	503	16	496	2.0e-70	260	COG5267	Uncharacterized protein conserved in bacteria	496
2513708441	394	36.03	9	387	6	411	8.0e-61	227	COG4102	Uncharacterized protein conserved in bacteria	418
2513708443	128	47.66	1	128	4	131	3.0e-39	153	COG1607	Acyl-CoA hydrolase	157
2513708444	605	35.84	221	591	10	408	2.0e-54	207	COG0840	Methyl-accepting chemotaxis protein	408
2513708445	437	41.55	145	437	27	300	4.0e-72	265	COG3921	Uncharacterized protein conserved in bacteria	300
2513708448	131	37.59	1	130	2	142	1.0e-27	115	COG1764	Predicted redox protein, regulator of disulfide bond formation	143
2513708450	138	31.48	1	106	8	113	3.0e-09	54.7	COG1051	ADP-ribose pyrophosphatase	145
2513708452	359	34.69	40	359	4	319	1.0e-63	237	COG4977	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	328
2513708453	292	22.06	5	264	3	268	3.0e-27	115	COG0834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	275
2513708454	250	56.68	3	249	1	240	1.0e-93	336	COG1126	ABC-type polar amino acid transport system, ATPase component	240
2513708455	219	41.67	14	216	18	220	2.0e-35	142	COG0765	ABC-type amino acid transport system, permease component	222
2513708456	220	44.33	13	214	12	214	4.0e-40	158	COG0765	ABC-type amino acid transport system, permease component	222
2513708457	409	33.75	25	243	4	243	1.0e-41	164	COG2071	Predicted glutamine amidotransferases	243
2513708458	403	25.67	1	400	4	362	1.0e-27	117	COG0665	Glycine/D-amino acid oxidases (deaminating)	387
2513708459	256	35.96	10	252	2	265	7.0e-42	164	COG2375	Siderophore-interacting protein	265
2513708460	203	30.43	10	201	11	216	2.0e-26	112	COG4122	Predicted O-methyltransferase	219
2513708462	239	34.88	23	236	14	227	3.0e-31	129	COG1802	Transcriptional regulators	230
2513708463	260	17.05	36	255	22	279	8.0e-04	37.8	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
2513708464	503	16.98	176	499	1	280	3.0e-06	47	COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	282
2513708465	248	25.26	38	228	2	195	7.0e-08	51.2	COG1309	Transcriptional regulator	201
2513708466	206	38.64	1	174	1	165	1.0e-33	136	COG2249	Putative NADPH-quinone reductase (modulator of drug activity B)	189
2513708467	319	35.62	12	315	1	319	3.0e-77	282	COG3458	Acetyl esterase (deacetylase)	321
2513708468	242	50.41	1	242	1	227	3.0e-81	294	COG4947	Uncharacterized protein conserved in bacteria	227
2513708469	330	46.34	1	325	1	322	9.0e-83	300	COG2376	Dihydroxyacetone kinase	323
2513708471	534	34.25	6	525	2	542	2.0e-101	363	COG1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	574
2513708472	104	39.77	10	97	3	88	2.0e-17	80.6	COG1925	Phosphotransferase system, HPr-related proteins	88
2513708473	132	48.41	7	132	2	126	8.0e-30	122	COG3412	Uncharacterized protein conserved in bacteria	129
2513708475	547	41.09	1	323	1	322	6.0e-68	252	COG2376	Dihydroxyacetone kinase	323
2513708476	335	46.63	1	330	1	338	5.0e-106	378	COG3839	ABC-type sugar transport systems, ATPase components	338
2513708477	365	51.87	1	347	1	336	1.0e-116	413	COG3839	ABC-type sugar transport systems, ATPase components	338
2513708479	317	35.2	17	316	10	281	2.0e-55	210	COG0395	ABC-type sugar transport system, permease component	281
2513708480	322	39.73	26	322	1	293	2.0e-61	229	COG1175	ABC-type sugar transport systems, permease components	295
2513708481	441	23.62	1	436	2	431	4.0e-33	136	COG1653	ABC-type sugar transport system, periplasmic component	433
2513708483	354	31.02	136	349	7	214	2.0e-34	140	COG3920	Signal transduction histidine kinase	221
2513708484	183	50.82	1	183	3	182	1.0e-50	192	COG3803	Uncharacterized protein conserved in bacteria	182
2513708485	844	37.94	30	822	42	835	0.0e+00	649	COG3264	Small-conductance mechanosensitive channel	835
2513708487	410	19.31	1	399	3	393	9.0e-07	48.7	COG2814	Arabinose efflux permease	394
2513708488	241	31.12	35	227	1	184	8.0e-36	144	COG0431	Predicted flavoprotein	184
2513708489	142	45.61	5	118	3	116	6.0e-35	139	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
2513708490	235	28.15	6	219	2	239	2.0e-31	129	COG0580	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)	241
2513708492	176	30.28	7	143	3	139	1.0e-24	106	COG0394	Protein-tyrosine-phosphatase	139
2513708493	118	28.16	1	103	10	110	3.0e-09	53.7	COG0640	Predicted transcriptional regulators	110
2513708497	443	34.47	67	436	60	435	6.0e-71	261	COG3706	Response regulator containing a CheY-like receiver domain and a GGDEF domain	435
2513708498	339	46.63	1	325	3	321	7.0e-108	383	COG4977	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	328
2513708500	215	27.92	10	206	6	199	1.0e-14	73.7	COG2095	Multiple antibiotic transporter	203
2513708502	718	33.12	395	701	8	306	6.0e-38	153	COG0668	Small-conductance mechanosensitive channel	316
2513708503	471	59.68	65	438	3	377	7.0e-125	440	COG4782	Uncharacterized protein conserved in bacteria	377
2513708504	606	39.22	173	323	2	152	6.0e-34	139	COG5616	Predicted integral membrane protein	152
2513708506	368	33.72	9	348	1	344	1.0e-55	210	COG1566	Multidrug resistance efflux pump	352
2513708509	175	53.02	1	148	1	148	4.0e-42	164	COG2954	Uncharacterized protein conserved in bacteria	156
2513708511	277	61.18	6	242	34	270	9.0e-92	329	COG2326	Uncharacterized conserved protein	270
2513708512	572	34.59	6	558	6	548	1.0e-84	307	COG0659	Sulfate permease and related transporters (MFS superfamily)	554
2513708516	77	58.33	1	72	1	69	7.0e-12	62.3	COG3798	Uncharacterized protein conserved in bacteria	75
2513708519	160	37.84	17	159	2	148	6.0e-25	106	COG0782	Transcription elongation factor	151
2513708521	297	21.51	2	276	1	271	6.0e-17	81.6	COG0583	Transcriptional regulator	297
2513708522	202	44.72	2	199	1	199	2.0e-51	195	COG1279	Lysine efflux permease	202
2513708523	404	32.07	105	393	4	287	9.0e-27	114	COG0583	Transcriptional regulator	297
2513708524	293	24.11	52	263	41	263	2.0e-19	89.9	COG2084	3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases	286
2513708526	244	29.1	1	242	7	234	4.0e-33	134	COG2120	Uncharacterized proteins, LmbE homologs	237
2513708527	320	20.94	8	180	9	196	6.0e-07	48.4	COG2514	Predicted ring-cleavage extradiol dioxygenase	265
2513708528	223	38.65	10	216	5	210	1.0e-45	176	COG0684	Demethylmenaquinone methyltransferase	210
2513708529	355	47.45	1	350	1	373	5.0e-102	364	COG2828	Uncharacterized protein conserved in bacteria	378
2513708530	276	27.56	4	275	5	279	1.0e-33	136	COG3618	Predicted metal-dependent hydrolase of the TIM-barrel fold	279
2513708531	309	23.92	2	298	1	297	2.0e-27	116	COG0583	Transcriptional regulator	297
2513708532	294	34.9	10	259	2	255	1.0e-51	197	COG0169	Shikimate 5-dehydrogenase	283
2513708533	630	42.02	275	628	9	361	8.0e-108	384	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	363
2513708534	281	40.43	1	272	4	279	2.0e-73	269	COG0169	Shikimate 5-dehydrogenase	283
2513708535	382	31.44	27	372	7	355	1.0e-40	161	COG0683	ABC-type branched-chain amino acid transport systems, periplasmic component	366
2513708536	294	36.91	1	293	3	297	2.0e-41	162	COG0559	Branched-chain amino acid ABC-type transport system, permease components	297
2513708537	337	37.74	2	312	1	306	5.0e-43	168	COG4177	ABC-type branched-chain amino acid transport system, permease component	314
2513708538	248	43.82	3	248	2	250	3.0e-76	278	COG0411	ABC-type branched-chain amino acid transport systems, ATPase component	250
2513708539	241	45.96	1	234	3	237	2.0e-74	271	COG0410	ABC-type branched-chain amino acid transport systems, ATPase component	237
2513708541	299	35.6	12	251	1	248	2.0e-30	126	COG0583	Transcriptional regulator	297
2513708544	331	27.66	1	327	4	302	1.0e-52	200	COG2113	ABC-type proline/glycine betaine transport systems, periplasmic components	302
2513708545	488	53.8	6	488	1	485	0.0e+00	602	COG1492	Cobyric acid synthase	486
2513708546	256	40.16	7	253	1	251	9.0e-37	147	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513708547	348	28.71	148	346	29	215	6.0e-25	108	COG2114	Adenylate cyclase, family 3 (some proteins contain HAMP domain)	227
2513708548	596	34.32	21	455	4	443	6.0e-70	258	COG0038	Chloride channel protein EriC	443
2513708549	169	53.76	4	169	3	175	9.0e-60	222	COG2087	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	175
2513708550	349	39.83	6	349	1	322	2.0e-76	279	COG0523	Putative GTPases (G3E family)	323
2513708552	216	54.5	17	216	1	198	2.0e-71	261	COG2109	ATP:corrinoid adenosyltransferase	198
2513708553	264	24.78	7	118	1	113	6.0e-06	45	COG1396	Predicted transcriptional regulators	120
2513708557	317	42.59	1	314	2	307	2.0e-82	299	COG1957	Inosine-uridine nucleoside N-ribohydrolase	311
2513708558	279	53.23	12	259	1	244	6.0e-78	284	COG0007	Uroporphyrinogen-III methylase	244
2513708559	435	46.36	3	434	2	441	0.0e+00	473	COG1797	Cobyrinic acid a,c-diamide synthase	451
2513708560	381	27.05	1	379	2	351	3.0e-44	172	COG0079	Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase	356
2513708561	326	42.41	2	317	1	308	7.0e-73	267	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
2513708564	240	29.61	29	231	9	214	4.0e-33	134	COG0664	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	214
2513708565	92	37.66	2	78	4	80	2.0e-10	57.6	COG0236	Acyl carrier protein	80
2513708566	160	32.56	6	132	19	147	2.0e-25	108	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases	147
2513708567	401	24.32	6	399	3	396	2.0e-58	220	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2513708568	428	43.06	11	423	1	408	1.0e-106	380	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2513708569	342	38.35	1	341	1	326	5.0e-74	271	COG0604	NADPH:quinone reductase and related Zn-dependent oxidoreductases	326
2513708570	311	33.44	3	306	1	299	7.0e-66	244	COG1560	Lauroyl/myristoyl acyltransferase	308
2513708572	120	38.21	8	120	4	126	2.0e-20	91.5	COG3324	Predicted enzyme related to lactoylglutathione lyase	127
2513708575	476	55.27	2	475	2	473	0.0e+00	714	COG0362	6-phosphogluconate dehydrogenase	473
2513708576	252	28.34	3	242	2	244	8.0e-32	130	COG0388	Predicted amidohydrolase	274
2513708577	164	44.12	1	162	4	168	1.0e-31	128	COG3153	Predicted acetyltransferase	171
2513708578	169	29.76	7	165	3	170	3.0e-17	81.6	COG1670	Acetyltransferases, including N-acetylases of ribosomal proteins	187
2513708580	181	42.61	1	171	6	180	9.0e-45	172	COG3911	Predicted ATPase	183
2513708581	358	40.92	6	349	1	315	2.0e-82	299	COG1181	D-alanine-D-alanine ligase and related ATP-grasp enzymes	317
2513708583	302	28.85	1	301	1	297	3.0e-29	122	COG0583	Transcriptional regulator	297
2513708584	838	47.88	1	835	3	814	0.0e+00	969	COG0495	Leucyl-tRNA synthetase	814
2513708585	347	25	20	341	1	322	6.0e-54	204	COG1609	Transcriptional regulators	333
2513708586	411	24.88	5	410	12	429	2.0e-28	120	COG1653	ABC-type sugar transport system, periplasmic component	433
2513708587	301	33.33	9	301	2	295	2.0e-52	199	COG1175	ABC-type sugar transport systems, permease components	295
2513708588	314	34.49	28	313	1	281	1.0e-58	220	COG0395	ABC-type sugar transport system, permease component	281
2513708589	363	50.85	5	358	2	338	9.0e-118	416	COG3839	ABC-type sugar transport systems, ATPase components	338
2513708590	820	23.8	11	819	13	808	0.0e+00	568	COG3250	Beta-galactosidase/beta-glucuronidase	808
2513708591	253	21.46	14	253	14	271	1.0e-21	96.8	COG1082	Sugar phosphate isomerases/epimerases	274
2513708592	377	29.01	2	357	1	340	9.0e-49	187	COG0673	Predicted dehydrogenases and related proteins	342
